รหัสพัสดุ,ชื่อพัสดุ,หน่วย,ราคากลาง,ราคามาตรฐาน,Ref_เหนือ,Ref_อีสาน,Ref_กลาง,Ref_ใต้,Std_เหนือ,Std_อีสาน,Std_กลาง,Std_ใต้
1040020012,"H.R.C. FUSE, BLADE CONTACT, 80 A",EA,,83.7,,,,,,,,
1040020013,"H.R.C. FUSE, BLADE CONTACT, 100 A",EA,,98.3,,,,,,,,
1040020014,"H.R.C. FUSE, BLADE CONTACT, 160 A",EA,,107,,,,,,,,
1040020015,"H.R.C. FUSE, BLADE CONTACT, 200 A",EA,,115,,,,,,,,
1040020016,"H.R.C. FUSE, BLADE CONTACT, 250 A",EA,,121,,,,,,,,
1040020017,"H.R.C. FUSE, BLADE CONTACT, 315 A",EA,,202,,,,,,,,
1040020019,"H.R.C. FUSE, BLADE CONTACT, 400 A",EA,,259,,,,,,,,
1040020100,L.T. FUSE-SWITCHES 1X400 A. 500 V.,EA,620,620,,,,,,,,
1040020102,"FSD, FULL INSULATED, 1X400A, 400V",EA,,2824,,,,,,,,
1040030000,FUSE LINK 22 KV. 1 A.EEI-NEMA TYPE K,EA,,23.8,,,,,,,,
1040030001,FUSE LINK 22 KV. 2 A.EEI-NEMA TYPE K,EA,,32.6,,,,,,,,
1040030002,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,EA,50,50,,,,,,,,
1040030003,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,EA,52,52,,,,,,,,
1040030004,FUSE LINK 22 KV. 8 A.EEI-NEMA TYPE K,EA,52.1,52.1,,,,,,,,
1040030005,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,EA,52.7,52.7,,,,,,,,
1040030006,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,EA,53.4,53.4,,,,,,,,
1040030007,FUSE LINK 22 KV. 20 A.EEI-NEMA TYPE K,EA,57.7,57.7,,,,,,,,
1040030008,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,EA,60.2,60.2,,,,,,,,
1040030009,FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,EA,63.3,63.3,,,,,,,,
1040030010,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,EA,69.5,69.5,,,,,,,,
1040030011,FUSE LINK 22 KV. 50 A.EEI-NEMA TYPE K,EA,127,127,,,,,,,,
1040030012,FUSE LINK 22 KV. 65 A.EEI-NEMA TYPE K,EA,196,196,,,,,,,,
1040030013,FUSE LINK 22 KV. 100 A.EEI-NEMA TYPE K,EA,,133,,,,,,,,
1040030014,FUSE LINK 22 KV. 140 A.EEI-NEMA TYPE K,EA,,154,,,,,,,,
1040030015,FUSE LINK 22 KV. 200 A.EEI-NEMA TYPE K,EA,,141,,,,,,,,
1040030100,FUSE LINK 33 KV. 1 A.EEI-NEMA TYPE K,EA,,361,,,,,,,,
1040030101,FUSE LINK 33 KV. 2 A.EEI-NEMA TYPE K,EA,,33.9,,,,,,,,
1040030102,FUSE LINK 33 KV. 3 A.EEI-NEMA TYPE K,EA,112,112,,,,,,,,
1040030103,FUSE LINK 33 KV. 5-6 A.EEI-NEMA TYPE K,EA,112,112,,,,,,,,
1040030104,FUSE LINK 33 KV. 8 A.EEI-NEMA TYPE K,EA,112,112,,,,,,,,
1040030105,FUSE LINK 33 KV. 10 A.EEI-NEMA TYPE K,EA,123,123,,,,,,,,
1040030106,FUSE LINK 33 KV. 15 A.EEI-NEMA TYPE K,EA,123,123,,,,,,,,
1040030107,FUSE LINK 33 KV. 20 A.EEI-NEMA TYPE K,EA,155,155,,,,,,,,
1040030108,FUSE LINK 33 KV. 25 A.EEI-NEMA TYPE K,EA,155,155,,,,,,,,
1040030109,FUSE LINK 33 KV. 30 A.EEI-NEMA TYPE K,EA,157,157,,,,,,,,
1040030110,FUSE LINK 33 KV. 40 A.EEI-NEMA TYPE K,EA,157,157,,,,,,,,
1040030111,FUSE LINK 33 KV. 50 A.EEI-NEMA TYPE K,EA,,75.5,,,,,,,,
1040039904,HV. POWER FUSE 33 kV 200 A. TYPE SMD-20,EA,,61000,,,,,,,,
1040039911,POWER FUSE UNIT 33 kV 100 A.TYPE E,EA,,6800,,,,,,,,
1040039912,POWER FUSE UNIT 33 kV 125 A.TYPE E,EA,,6800,,,,,,,,
1040039913,POWER FUSE UNIT 33 kV 150 A.TYPE E,EA,,6800,,,,,,,,
1040039921,HV. POWER FUSE 22 kV 200 A. TYPE SMD-20,EA,,40130,,,,,,,,
1040039931,POWER FUSE UNIT 22 kV 100 A.TYPE E,EA,,8062,,,,,,,,
1040039932,POWER FUSE UNIT 22 kV 125 A.TYPE E,EA,,8609,,,,,,,,
1040039933,POWER FUSE UNIT 22 kV 150 A.TYPE E,EA,,8560,,,,,,,,
1040039934,POWER FUSE UNIT 22 kV 175 A.TYPE E,EA,,9038,,,,,,,,
1040050000,"D.SW.,1 POLE 22 KV. 600 A.DIST.",EA,5261,5261,,,,,,,,
1040050001,"D.SW.,1 POLE 22 KV. 600A. 40 KA.STATION",EA,5596,5906,,,,,,,,
1040050002,"D.SW.,1 POLE 22 KV 1,200 A 61 KA.STATION",EA,9571,9571,,,,,,,,
1040050003,"D.SW.,1 POLE 22 KV 2,000 A 80 KA.STATION",EA,,29500,,,,,,,,
1040050100,"D.SW.,1 POLE 33 KV. 600 A.DISTRIBUTION",EA,8324,8324,,,,,,,,
1040050101,"D.SW.,1 POLE 33 KV. 600 A. 40 KA.STATION",EA,9067,9078,,,,,,,,
1040050102,"D.SW.,1 POLE 33 KV. 1,200 A. STATION",EA,16150,16150,,,,,,,,
1040060001,"AB SW.,3 POLE 22 KV. 400 A.DISTRIBUTION",EA,,29000,,,,,,,,
1040060002,"AB SW.,3 POLE 22 KV. 600 A.DISTRIBUTION",EA,,38440,,,,,,,,
1040060003,"AB SW.,3 POLE 22 KV. 600 A.STATION",EA,,38440,,,,,,,,
1040060004,"AB SW.,3 POLE 22 KV. 1,200 A.STATION",EA,,66670,,,,,,,,
1040060100,"AB SW.,3 POLE 33 KV. 600 A.",EA,,58680,,,,,,,,
1040060101,"AB SW.,3 POLE 33 KV 600 A 40 KA.WITH ROD",EA,,60000,,,,,,,,
1040060200,"AB SW.,3 POLE 115 KV 1,200 A 61 KA.HOR.",EA,520000,520000,,,,,,,,
1040060201,"AB SW.,3 POLE 115 KV. 1,200 A. 61 KA.VER",EA,,308000,,,,,,,,
1040060207,"AB SW.,3 POLE 115 KV 2,000 A 100 KA. HOR",EA,520000,520000,,,,,,,,
1040070001,"LB. SW.,3 POLE 22 KV. 600 A. 40 KA.",EA,,39440,,,,,,,,
1040070005,"LB SW.,SF6,3 P22 KV., 400 A.",EA,,109300,,,,,,,,
1040070006,"LB SW.,OIL,3 P 22 KV. 60 A FOR CAP.",EA,,230500,,,,,,,,
1040070007,"LB SW.,VAC.,3 P 22 KV. 60 A(C) FOR CAP.",EA,,226500,,,,,,,,
1040070009,"LB SW., SF6,REMOTE, 3 P 22 KV 600 A",EA,204500,204500,,,,,,,,
1040070011,"ATS,VAR CONTROL,VAC..,3 P,22 KV,200 A",EA,604800,604800,,,,,,,,
1040070100,"LB SW.,3 POLE 33 KV. 600 A. 40 KA.",EA,,117000,,,,,,,,
1040070102,"LB SW.,VAC.,3 P 33 KV., 300 A.",EA,,236000,,,,,,,,
1040070104,"LB SW.,SF6,3 P 33 KV., 400 A.",EA,,462000,,,,,,,,
1040070105,"LB SW.,OIL, 3P 33 KV.60 A.(C)W FUSE UNIT",EA,,248000,,,,,,,,
1040070107,"LB SW., SF6, ,REMOTE , 3 P 33 KV 400 A",EA,231400,231400,,,,,,,,
1040070110,"ATS., VAR ,W OIL LB SW.,3 P, 33 KV,135 A",EA,952600,952600,,,,,,,,
1040070111,"ATS.,VAR ,W V/M LB SW., 3 P, 33 KV,135 A",EA,975800,975800,,,,,,,,
1040070201,"SWITCH,LOAD BREAK,SF6,3P,115kV.1200 A",PAK,,2736500,,,,,,,,
1040070202,"SWITCH,LOAD BREAK,SF6,3P,115kV.2000 A",PAK,,3900000,,,,,,,,
1040070302,"CONTROL UNIT,AUTO,TIME, FOR CAP BANK",EA,,19030,,,,,,,,
1040070303,"CONTROL UNIT AUTO,FOR SF6 LOAD BREAK",EA,,13260,,,,,,,,
1040070304,AUTOMATIC TRANSFER SWITCH 220 V. 40  A.,EA,,3480,,,,,,,,
1040070305,"CONTROL UNIT, AUTO , FOR SF6 LB SW.",EA,,38180,,,,,,,,
1040070306,"CONTROL UNIT, AUTO,VAR,FOR CAP BANK",EA,,43980,,,,,,,,
1040070307,"CURRENT SENSOR,22 KV.",EA,,37980,,,,,,,,
1040070308,"CURRENT SENSOR, 33 KV.",EA,,43890,,,,,,,,
1040070309,"POWER SUPPLY TR.22 KV.,CONTROL CAP BANK",EA,,17330,,,,,,,,
1040070310,"POWER SUPPLY TR. 33 KV.,CONTROL CAP BANK",EA,,28060,,,,,,,,
1040073011,"VT.3P.O/D 22,000/110-220 V.RCS 500 VA.",EA,,51590,,,,,,,,
1040073012,"VT.3P.O/D 33,000/110-220 V.RCS 500 VA.",EA,,61170,,,,,,,,
1040073015,"VT.1P.O/D 22,000/230 V.REC.500 VA.",EA,,21520,,,,,,,,
1040073016,"VT.1P.O/D 33,000/230 V.REC.500 VA.",EA,,30600,,,,,,,,
1040080003,"RECLOSER, 22 KV.560 A.12KA(E)",EA,,415000,,,,,,,,
1040080004,RECLOSER 22KV630A12KA(SOLID)WITH HANGER,EA,225000,225000,,,,,,,,
1040080102,"RECLOSER,33 KV 560 A. 10 KA.(E)",EA,,700600,,,,,,,,
1040080103,RECLOSER 33KV630A12KA(SOLID)WITH HANGER,PAK,306600,306600,,,,,,,,
1040080300,"RECLOSER HANGER,FOR DOUBLE-POLE MOUNTING",EA,28570,28570,,,,,,,,
1040080301,"RECLOSER HANGER,FOR SINGLE-POLE MOUNTING",EA,,3023,,,,,,,,
1040080302,"CONTROL UNIT,AUTO,FOR RECLOSER (E)",EA,167400,167400,,,,,,,,
1040080303,"TR., 0.5 KVA, 1 P 22 KV,FORCONTROL UNIT",EA,,22950,,,,,,,,
1040080304,"TR.,1 KVA,1 P 22 KV,FOR CONTROL UNIT",EA,,24000,,,,,,,,
1040080305,"TR.,0.5 KVA,1 P 19 KV,FOR CONTROL UNIT",EA,,18500,,,,,,,,
1040080306,"TR.,1 KVA,1 P 19 KV.,FOR CONTROL UNIT",EA,,47990,,,,,,,,
1040090104,"C.B.,V/M, 33 KV. 600 A. 750 MVA.",EA,,1068300,,,,,,,,
1040120000,"L.T. C.B.,3 P 400 V. 200 A.,OUTDOOR",EA,,4556,,,,,,,,
1040120001,"L.T. C.B.,3 P 400 V. 300 OR,OUTDOOR",EA,,6727,,,,,,,,
1040150100,FEEDER REMOTE TERMINAL UNIT (FRTU),EA,,44970,,,,,,,,
1040150200,MARS REMOTE RADIO,EA,,11230,,,,,,,,
1040150300,MARS MASTER RADIO,EA,,389500,,,,,,,,
1050000000,"TR., 10 KVA. 1 P 3 W,22/0.46-0.23 KV.",EA,,32710,,,,,,,,
1050000001,"TR., 20 KVA. 1 P 3 W, 22/0.46-0.23 KV.",EA,,34000,,,,,,,,
1050000002,"TR., 30 KVA. 1 P 3 W,22-0.46-0.23 KV.",EA,,30530,,,,,,,,
1050000003,"TR., 50 KVA. 1 P 3 W,22-0.46-0.23 KV.",EA,,37000,,,,,,,,
1050000011,"TR., 30KVA,1P,22-0.48/0.24KV, SC",EA,87170,87170,,,,,,,,
1050000200,"TR.,1 P 33 GRDY/19/0.46-0.23 KV. 10 KVA.",EA,,33880,,,,,,,,
1050000201,"TR.,1 P 33 GRDY/19/0.46-0.23 KV. 20 KVA.",EA,,35000,,,,,,,,
1050000202,"TR.,1 P 33 GRDY/19/0.46-0.23 KV. 30 KVA.",EA,,42020,,,,,,,,
1050000203,"TR.,1 P 33 GRDY/19/0.46-0.23 KV. 50 KVA.",EA,,38000,,,,,,,,
1050000206,"TR., 30KVA,1P,19-0.48/0.24KV, SC",EA,96670,96670,,,,,,,,
1050000500,"TR., 5KVA, 1-P 33/0.40-0.23kV",EA,,23000,,,,,,,,
1050000600,"TR., 5KVA, 1-P 22/0.40-0.23kV",EA,,25000,,,,,,,,
1050010004,"TR., 30 KVA. 3 P 22-0.40 KV.DY 11",EA,,45000,,,,,,,,
1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",EA,,58900,,,,,,,,
1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",EA,,82360,,,,,,,,
1050010007,"TR., 160 KVA. 3 P 22-0.40 KV.DY 11",EA,,105900,,,,,,,,
1050010008,"TR., 200 KVA. 3 P 22-0.40 KV.DY 11",EA,,120000,,,,,,,,
1050010009,"TR., 250 KVA. 3 P 22-0.40 KV.DY 11",EA,,179300,,,,,,,,
1050010010,"TR., 315 KVA. 3 P 22-0.40 KV.DY 11",EA,,408200,,,,,,,,
1050010011,"TR., 400 KVA. 3 P 22-0.40 KV.DY 11",EA,,521800,,,,,,,,
1050010012,"TR., 500 KVA. 3 P 22-0.40 KV.DY 11",EA,,625900,,,,,,,,
1050010013,"TR., 1,000 KVA. 3 P 22-0.40 KV.DY 11",EA,,851800,,,,,,,,
1050010014,"TR., 1,250 KVA. 3 P 22-0.40 KV.DY 11",EA,,984600,,,,,,,,
1050010015,"TR., 1,500 KVA. 3 P 22-0.40 KV.DY 11",EA,,1231500,,,,,,,,
1050010016,"TR., 2,000 KVA. 3 P 22-0.40 KV.DY 11",EA,,1685000,,,,,,,,
1050010022,"TR.,630 KVA. 3 P 22-0.40 KV. DY11",EA,,649800,,,,,,,,
1050010024,"TR.,800 KVA. 3 P 22-0.40 KV. DY11",EA,,736000,,,,,,,,
1050010044,"TR.,2,500 KVA, 3-P, 22-0.4/0.23 KV DYN11",EA,,2101700,,,,,,,,
1050010050,"TR.,50KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,56180,,,,,,,,
1050010052,"TR.,100KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,95360,,,,,,,,
1050010054,"TR.,160KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,98840,,,,,,,,
1050010056,"TR.,250KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,119600,,,,,,,,
1050010057,"TR.,315KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,456700,,,,,,,,
1050010058,"TR.,400KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,599100,,,,,,,,
1050010059,"TR.,500KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,657200,,,,,,,,
1050010060,"TR.,630KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,715300,,,,,,,,
1050010061,"TR.,1000KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,944000,,,,,,,,
1050010062,"TR.,1250KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,1084800,,,,,,,,
1050010063,"TR.,1500KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,1311400,,,,,,,,
1050010064,"TR.,2000KVA,3P,22-0.4/0.23KV,DYN11, SC",EA,,1733700,,,,,,,,
1050010066,"TR.,50KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,132500,132500,,,,,,,,
1050010067,"TR.,100KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,199000,199000,,,,,,,,
1050010068,"TR.,160KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,248000,248000,,,,,,,,
1050010069,"TR.,250KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,281900,281900,,,,,,,,
1050010070,"TR.,315KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,516300,,,,,,,,
1050010071,"TR.,400KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,700500,,,,,,,,
1050010072,"TR.,500KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,738800,,,,,,,,
1050010073,"TR.,630KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,869700,,,,,,,,
1050010074,"TR.,800KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,970300,,,,,,,,
1050010075,"TR.,1000KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,1176100,,,,,,,,
1050010076,"TR.,1250KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,1384100,,,,,,,,
1050010077,"TR.,1500KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,1680800,,,,,,,,
1050010078,"TR.,2000KVA,3P,22-0.416/0.24KV,DYN11, SC",EA,,1989000,,,,,,,,
1050010102,"TR., 50 KVA. 3 P 33-0.40/0.23 KV.DYN 11",EA,,80920,,,,,,,,
1050010103,"TR., 100 KVA. 3 P 33-0.40/0.23 KV.DYN 11",EA,,96270,,,,,,,,
1050010104,"TR., 160 KVA. 3 P 33-0.40/0.23 KV.DYN 11",EA,,154600,,,,,,,,
1050010106,"TR., 250 KVA. 3 P 33-0.40/0.23 KV.DYN 11",EA,,154000,,,,,,,,
1050010107,"TR.,315 KVA. 3 P  33-0.40/0.23 KV.DYN 11",EA,,426700,,,,,,,,
1050010108,"TR.,400 KVA. 3 P  33-0.40/0.23 KV.DYN 11",EA,,520100,,,,,,,,
1050010109,"TR.,500 KVA. 3 P  33-0.40/0.23 KV.DYN 11",EA,,621200,,,,,,,,
1050010110,"TR.,1,000 KVA. 3 P 33-0.40/0.23 KV.DYN11",EA,,871900,,,,,,,,
1050010111,"TR.,1,250 KVA. 3 P 33-0.40/0.23 KV.DYN11",EA,,1013300,,,,,,,,
1050010112,"TR.,1,500 KVA. 3 P 33-0.40/0.23 KV.DYN11",EA,,1269000,,,,,,,,
1050010113,"TR.,2,000 KVA. 3 P 33-0.40/0.23 KV.DYN11",EA,,1778800,,,,,,,,
1050010118,"TR., 630 KVA. 3 P 33-0.40/0.23 KV DYN 11",EA,,660200,,,,,,,,
1050010119,"TR., 800 KVA. 3 P 33-0.40/0.23 KV DYN 11",EA,,757400,,,,,,,,
1050010120,"TR.,50KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,62000,,,,,,,,
1050010122,"TR.,100KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,86430,,,,,,,,
1050010124,"TR.,160KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,128600,,,,,,,,
1050010126,"TR.,250KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,143000,,,,,,,,
1050010127,"TR.,315KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,469800,,,,,,,,
1050010128,"TR.,400KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,590800,,,,,,,,
1050010129,"TR.,500KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,681200,,,,,,,,
1050010130,"TR.,630KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,746800,,,,,,,,
1050010131,"TR.,1000KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,972900,,,,,,,,
1050010132,"TR.,1250KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,1134000,,,,,,,,
1050010133,"TR.,1500KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,1350900,,,,,,,,
1050010134,"TR.,2000KVA,3P,33-0.4/0.23KV,DYN11, SC",EA,,1828000,,,,,,,,
1050010138,"TR.,50KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,151700,151700,,,,,,,,
1050010139,"TR.,100KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,202500,202500,,,,,,,,
1050010140,"TR.,160KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,252500,252500,,,,,,,,
1050010141,"TR.,250KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,295800,295800,,,,,,,,
1050010142,"TR.,315KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,539100,,,,,,,,
1050010143,"TR.,400KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,724700,,,,,,,,
1050010144,"TR.,500KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,769300,,,,,,,,
1050010145,"TR.,630KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,907000,,,,,,,,
1050010146,"TR.,800KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,998000,,,,,,,,
1050010147,"TR.,1000KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,1220900,,,,,,,,
1050010148,"TR.,1250KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,1428600,,,,,,,,
1050010149,"TR.,1500KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,1742200,,,,,,,,
1050010150,"TR.,2000KVA,3P,33-0.416/0.24KV,DYN11, SC",EA,,2040300,,,,,,,,
1050010200,"TR.,SEAL,50 KVA.3 P,22-0.4/0.23 KV.DYN11",EA,,69140,,,,,,,,
1050010201,"TR.,SEAL,100 KVA,3P,22-0.4/0.23 KV.DYN11",EA,,75240,,,,,,,,
1050010202,"TR.,SEAL,160 KVA,3P,22-0.4/0.23 KV.DYN11",EA,,173200,,,,,,,,
1050010203,"TR.,SEAL,250 KVA,3P,22-0.4/0.23 KV.DYN11",EA,,127900,,,,,,,,
1050010204,"TR.SEAL,250 KVA.3P.22KV.Dyn11.,POLEMOUNT",EA,,110000,,,,,,,,
1050010252,"TR.,SEAL,160 KVA,3P,22-0.4/0.23 KV.YZN11",EA,,105900,,,,,,,,
1050010300,"TR.,SEAL,50 KVA.3 P,33-0.4/0.23 KV.DYN11",EA,,92140,,,,,,,,
1050010301,"TR.,SEAL,100 KVA3 P,33-0.4/0.23 KV.DYN11",EA,,88980,,,,,,,,
1050010302,"TR.,SEAL,160 KVA3 P,33-0.4/0.23 KV.DYN11",EA,,105500,,,,,,,,
1050010303,"TR.,SEAL,250 KVA3 P,33-0.4/0.23 KV.DYN11",EA,,154300,,,,,,,,
1050010304,"TR.SEAL,250 KVA.3P.33kV.Dyn11.,POLEMOUNT",EA,,164800,,,,,,,,
1050010351,"TR.,SEAL,100 KVA3 P,33-0.4/0.23 KV.YZN11",EA,,96270,,,,,,,,
1050010352,"TR.,SEAL,160 KVA3 P,33-0.4/0.23 KV YZN11",EA,,111300,,,,,,,,
1050010702,"IOT TR, 160KVA 3P 22-0.416KV DYN11 SC",EA,263800,263800,,,,,,,,
1050010703,"IOT TR, 250KVA 3P 22-0.416KV DYN11 SC",EA,303400,303400,,,,,,,,
1050010712,"IOT TR, 160KVA 3P 33-0.416KV DYN11 SC",EA,270600,270600,,,,,,,,
1050010713,"IOT TR, 250KVA 3P 33-0.416KV DYN11 SC",EA,345800,345800,,,,,,,,
1050010900,SMART TR. 50KVA 3P 22-0.416KV DYN11 SC,EA,,206300,,,,,,,,
1050010901,SMART TR. 100KVA 3P 22-0.416KV DYN11 SC,EA,,280700,,,,,,,,
1050010902,SMART TR. 160KVA 3P 22-0.416KV DYN11 SC,EA,,334300,,,,,,,,
1050010903,SMART TR. 250KVA 3P 22-0.416KV DYN11 SC,EA,,373500,,,,,,,,
1050010904,SMART TR. 315KVA 3P 22-0.416KV DYN11 SC,EA,,556400,,,,,,,,
1050010905,SMART TR. 400KVA 3P 22-0.416KV DYN11 SC,EA,,652700,,,,,,,,
1050010906,SMART TR. 500KVA 3P 22-0.416KV DYN11 SC,EA,,781100,,,,,,,,
1050010907,SMART TR. 630KVA 3P 22-0.416KV DYN11 SC,EA,,925600,,,,,,,,
1050010908,SMART TR. 800KVA 3P 22-0.416KV DYN11 SC,EA,,988500,,,,,,,,
1050010909,SMART TR. 1000KVA 3P 22-0.416KV DYN11 SC,EA,,1219800,,,,,,,,
1050010910,SMART TR. 50KVA 3P 33-0.416KV DYN11 SC,EA,,228100,,,,,,,,
1050010911,SMART TR. 100KVA 3P 33-0.416KV DYN11 SC,EA,,286700,,,,,,,,
1050010912,SMART TR. 160KVA 3P 33-0.416KV DYN11 SC,EA,,339000,,,,,,,,
1050010913,SMART TR. 250KVA 3P 33-0.416KV DYN11 SC,EA,,407100,,,,,,,,
1050010914,SMART TR. 315KVA 3P 33-0.416KV DYN11 SC,EA,,610500,,,,,,,,
1050010915,SMART TR. 400KVA 3P 33-0.416KV DYN11 SC,EA,,663400,,,,,,,,
1050010916,SMART TR. 500KVA 3P 33-0.416KV DYN11 SC,EA,,802500,,,,,,,,
1050010917,SMART TR. 630KVA 3P 33-0.416KV DYN11 SC,EA,,952300,,,,,,,,
1050010918,SMART TR. 800KVA 3P 33-0.416KV DYN11 SC,EA,,1046000,,,,,,,,
1050010919,SMART TR. 1000KVA 3P 33-0.416KV DYN11 SC,EA,,1251900,,,,,,,,
1050030002,"AVR,22 KV. 300 A.",EA,,10100000,,,,,,,,
1050030003,"AVR,22 KV. 400 A.",EA,,11270000,,,,,,,,
1050030101,"VOLTAGE-REGURATOR,33 KV.300 A.",EA,,6675000,,,,,,,,
1050040001,"CAPACITOR,1 P,INDOOR 230 V. 5 KVAR.",EA,,1674,,,,,,,,
1050040002,"CAPACITOR,1 P,INDOOR 230 V. 7.5 KVAR.",EA,,2055,,,,,,,,
1050040003,"CAPACITOR,1 P,INDOOR 230 V. 10 KVAR.",EA,,2123,,,,,,,,
1050040004,"CAPACITOR,1 P,INDOOR 230 V. 12.5 KVAR.",EA,,2644,,,,,,,,
1050040005,"CAPACITOR,1 P,INDOOR 230 V. 15 KVAR.",EA,,2985,,,,,,,,
1050040006,"CAPACITOR,1 P,OUTDOOR 230 V. 10 KVAR.",EA,,1885,,,,,,,,
1050040007,"CAPACITOR,1 P,OUTDOOR 230 V. 15 KVAR.",EA,,10230,,,,,,,,
1050040008,"CAPACITOR, 1 P,OUTDOOR 230 V. 5 KVAR",EA,,1730,,,,,,,,
1050040100,"CAPACITOR,3 P,INDOOR 400 V. 5 KVAR.",EA,,1046,,,,,,,,
1050040101,"CAPACITOR,3 P,INDOOR 400 V. 10 KVAR.",EA,,1177,,,,,,,,
1050040102,"CAPACITOR,3 P,INDOOR 400 V. 20 KVAR.",EA,,2045,,,,,,,,
1050040104,"CAPACITOR,3 P,INDOOR 400 V. 45 KVAR.",EA,,3462,,,,,,,,
1050040200,"CAPACITOR,3 P,OUTDOOR 400 V. 5 KVAR.",EA,,1528,,,,,,,,
1050040201,"CAPACITOR,3 P,OUTDOOR 400 V. 10 KVAR.",EA,,1882,,,,,,,,
1050040202,"CAPACITOR,3 P,OUTDOOR 400 V. 20 KVAR.",EA,,1927,,,,,,,,
1050040203,"CAPACITOR,3 P,OUTDOOR 400 V. 30 KVAR.",EA,,7150,,,,,,,,
1050040204,"CAPACITOR,3 P,OUTDOOR 400 V. 45 KVAR.",EA,,6777,,,,,,,,
1050040205,"CAPACITOR,3 P,OUTDOOR 400 V. 75 KVAR.",EA,,6047,,,,,,,,
1050050000,"CAPACITOR,1P,2BUSHING,O/D12.7KV.100KVAR.",EA,9530,11310,,,,,,,,
1050050100,"CAPACITOR,1P,O/D 33GRDY/19 KV. 100 KVAR.",EA,8047,10620,,,,,,,,
1050059809,"CAPACITOR,1P,2BUSHING,O/D 12.7KV50 KVAR.",EA,,15000,,,,,,,,
1050100002,STEEL BRACKET,EA,40.7,40.5,,,,,,,,
1050100003,"BRACKET,ST.,FOR TR. SECONDARY LEAD",EA,53,53,,,,,,,,
1050110000,"HANGER,CAPACITOR,11-33 KV. 1X3 SETS",EA,,1989,,,,,,,,
1050110001,"HANGER,CAPACITOR,11-33 KV. 1X6 SETS",EA,2699,2699,,,,,,,,
1050110002,"HANGER,CAPACITOR,11-33 KV. 1X15 SETS",EA,,29940,,,,,,,,
1060020000,"VT,1P, O/D, 22KV/110 V. CL 0.5,25 VA.",EA,,12680,,,,,,,,
1060020005,"VT, 1 P,DRY TYPE,O/D, 22KV/110 V,300 VA",EA,,17950,,,,,,,,
